Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,Outage Code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN
2023-05-02 10:45:00,EL152,840524,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-02 16:00:00,2023-05-02 14:15:00,,Phone,EE-MANOUT,2023-05-02 10:48:00,CL,,918
2023-05-03 08:20:00,EL355,842152,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-03 16:00:00,2023-05-03 13:35:00,,Phone,EE-MANOUT,2023-05-03 08:25:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO6365360


E&EM Lyakhovetskiy and E&EH He arrived at el 355 at 0810, here for bimonthly PM. Machine OOS at 0820.
 Completed bimonthly PM, test ran machine, machine BIS at 1335. ",912
2023-05-03 10:27:00,EL153,842279,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-03 19:00:00,2023-05-03 12:45:00,,Phone,EE-MANOUT,2023-05-03 09:52:00,CL,,918
2023-05-03 10:35:00,EL150,842349,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-03 19:00:00,2023-05-03 12:35:00,,Phone,EE-MANOUT,2023-05-03 10:40:00,CL,,918
2023-05-04 08:25:00,EL356,843988,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-04 17:00:00,2023-05-04 13:40:00,,Phone,EE-MANOUT,2023-05-04 08:27:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Lyakhovetskiy and E&EH He arrived at el 356 at 0820, and taking unit OOS for bimonthly PM at 0825. E&EM Lyakhovetskiy and E&EH He completed bimonthly PM. RTS @13:40hrs. ",912
2023-05-04 09:00:00,EL163,844031,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-04 17:00:00,2023-05-04 12:30:00,,Phone,EE-MANOUT,2023-05-04 09:01:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM DeMonico and E&EM Connell arrived at 0815hrs. and taking unit OOS @09:00hrs. for bimonthly maintenance.  WO#6365348 E&EM DeMonico and E&EM Connell completed bimonthly maintenance. RTS @12:30 ",906
2023-05-07 08:50:00,EL361,847566,ELE: EL361 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-07 18:00:00,2023-05-07 13:00:00,,Phone,EE-MANOUT,2023-05-07 08:56:00,CL,"*** This elevator is out of service due to LIFTNET indicated fault:  Non-Revenue Hydraulic Elevator Bimonthly Maintenance***  WO#6365351
E&EM Terehovs & E&EH Nesterets arrived to El361 @ 08:45 hrs. Taking machine OOS to perform bimonthly PM @ 08:50 hrs.
 Bimonthly PM completed. B.I.S. @ 13:00 hrs. ",912
2023-05-08 09:45:00,EL360,849297,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-05-08 19:00:00,2023-05-08 11:30:00,,Phone,EE-MANOUT,2023-05-08 09:49:00,CL,,912
2023-05-10 14:28:00,EL360,853459,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,POW,Closed,,REPAIR,Repair,2023-05-12 23:00:00,2023-05-11 12:45:00,,Phone,EE-MANOUT,2023-05-10 14:28:00,CL,,912
2023-05-11 08:15:00,EL367,854810,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-11 17:00:00,2023-05-11 12:00:00,,Phone,EE-MANOUT,2023-05-11 08:17:00,CL,"***This elevator is out of service for summer equipment check***



E&EM Zimlin E&EH Bhagwandeen & TEA Astudillo arrived at el367 at 8:00am. and taking unit OOS @08:15hrs. for summer check.  WO#6276886 Summer check completed machine BIS at 12:00pm. ",955
2023-05-11 09:50:00,EL155,854955,ELE: EL155 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-11 18:00:00,2023-05-11 14:30:00,,Phone,EE-MANOUT,2023-05-11 09:53:00,CL,"***This elevator is out of service for preventive maintenance***



E&EMs Ellison and Lazariev arrived at el155 @ 9:30hrs. and taking unit OOS @09:50hrs.  for Bi-monthly PM.  WO#6365358 E&EMs Ellison and Lazariev completed Bi-monthly PM.  RTS @14:30 ",918
2023-05-12 09:00:00,EL365,856739,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-12 16:00:00,2023-05-12 13:35:00,,Phone,EE-MANOUT,2023-05-12 09:03:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO6365353 OOS@0900 hrs.


E&EH Garcia and E&EM Rapoport arrived at 08:50 taking machine out of service to perform Bi-Monthly PM


 Bi-Monthly PM Completed; Intermediate floor (street level) door closer broken (about 56.5 inches opening); Top right and bottom left car guide rollers assembly grinding on guide rail (car need to be realigned); LOTO/LOOS; MS1 Wang notified; Signs posted 05/16/23 (shop closed on weekends) (Closing this outage @13:35hrs. to open MRP 1 min after) ",894
2023-05-12 09:50:00,EL251,856807,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-12 18:00:00,2023-05-12 12:20:00,,Phone,EE-MANOUT,2023-05-12 09:54:00,CL,,958
2023-05-12 10:00:00,EL174,856815,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-12 18:00:00,2023-05-12 14:15:00,,Phone,EE-MANOUT,2023-05-12 10:00:00,CL,"***This elevator is out of service for replacing GFCI***


E&EMs’ Ellison and Lazariev with TEA Kownine arrived El174 @09:50hrs. and taking unit OOS for replacing GFCI.  WO#5528254 ",909
2023-05-12 13:36:00,EL365,857064,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-16 22:00:00,2023-05-15 14:35:00,,Phone,EE-MANOUT,2023-05-12 13:38:00,CL,,894
2023-05-15 08:55:00,EL251,861778,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-05-15 16:00:00,2023-05-15 13:53:00,,Phone,EE-MANOUT,2023-05-15 09:00:00,CL,,958
2023-05-15 09:20:00,EL150,861814,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-15 16:00:00,2023-05-15 14:30:00,,Phone,EE-MANOUT,2023-05-15 09:27:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO6365356


E&EM García/E&EM González on-site at 09:15H for BI-monthly PM. Machine removed from service for bimonthly PM at 09:20H.

 (EAM) E&EM Garcia: Completed performing bimonthly pm tested machine run RTS at 14:30H. ",918
2023-05-16 06:34:00,EL162,863411,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-05-16 15:00:00,2023-05-16 12:20:00,,Phone,EE-MANOUT,2023-05-16 06:35:00,CL,,905
2023-05-16 09:36:00,EL366,863660,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-05-16 18:00:00,2023-05-16 13:40:00,,Phone,EE-MANOUT,2023-05-16 09:38:00,CL,,961
2023-05-16 10:00:00,EL153,863696,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-16 16:00:00,2023-05-16 14:30:00,,Phone,EE-MANOUT,2023-05-16 10:03:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***
WO6365357


E&EM Encarnacion, E&EH Mata and TEA Kownine arrived at EL153 at 9:45am for bimonthly maintenance. Out of service at 10:00am. 

 (EAM) TEA Kownine: Completed bimonthly maintenance. Test ran. Return to service 14:30. ",918
2023-05-16 10:25:00,EL350,863790,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,,INS,Closed,,INSPECTION,Inspection,2023-05-16 16:00:00,2023-05-16 11:25:00,,Phone,EE-MANOUT,2023-05-16 10:32:00,CL,"***This elevator is out of service for reinspection***
QEI Inspector Lema C-5949 and TEA Mendez on site at el350 1015. Here for reinspection. OOS 1025. WO # 5897953. (EAM) TEA Mendez: Elevator drifted 1/2in In 15 min. Passed re-inspection. Recommend to bleed air from system. Generated WO6544031 for follow up on defect. RTS @11:25 hrs. ",913
2023-05-17 12:16:00,EL451,865916,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,,ENT,Closed,,REPAIR,Repair,2023-05-20 21:00:00,2023-05-18 10:55:00,,Phone,EE-MANOUT,2023-05-17 12:29:00,CL,,921
2023-05-18 08:15:00,EL362,867458,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-18 17:00:00,2023-05-18 13:35:00,,Phone,EE-MANOUT,2023-05-18 08:20:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky & E&EH Nesterets arrived to El362 @ 08:15 hrs. and taking machine OOS same time to perform bimonthly PM. 6365352 (EAM) E&EH Nesterets: Bimonthly PM completed. B.I.S. @ 13:35 hrs. ",912
2023-05-19 10:50:00,EL174,869579,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-19 19:00:00,2023-05-19 14:20:00,,Phone,EE-MANOUT,2023-05-19 11:02:00,CL,,909
2023-05-19 13:49:00,EL366,869784,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-05-19 22:00:00,2023-05-19 17:30:00,,Phone,EE-MANOUT,2023-05-19 13:50:00,CL,,961
2023-05-20 08:30:00,EL366,871193,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-05-20 17:00:00,2023-05-20 11:00:00,,Phone,EE-MANOUT,2023-05-20 08:33:00,CL,,961
2023-05-21 03:29:00,EL251,872524,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-05-21 15:29:00,2023-05-21 04:30:00,,Phone,EE-MANOUT,2023-05-21 03:30:00,CL,,958
2023-05-21 10:40:00,EL251,872999,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-21 16:00:00,2023-05-21 12:00:00,,Phone,EE-MANOUT,2023-05-21 10:45:00,CL,,958
2023-05-22 08:20:00,EL355,873967,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-05-22 17:00:00,2023-05-22 12:30:00,,Phone,EE-MANOUT,2023-05-22 08:23:00,CL,"***This elevator is out of service to provide A&P for BHP Contractor to perform 3D scan of shaft way***  


E&EM Urquiola and E&EH Garita arrived @ 0800hrs. and taking unit OOS @08:20hrs. to provide A&P for BHP Contractor to perform 3D scan of shaft way.  WO#6143782. E&EM Urquiola and E&EH Garita completed A&P for BHP Contractor to perform 3D scan of shaft way. RTS @12:30 ",912
2023-05-23 08:45:00,EL353,874334,ELE: EL353 - 704 - ENY DEPOT - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-23 16:00:00,2023-05-23 12:40:00,,Phone,EE-MANOUT,2023-05-23 08:47:00,CL,,704
2023-05-23 10:45:00,EL363,874426,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-23 16:00:00,2023-05-23 14:00:00,,Phone,EE-MANOUT,2023-05-23 10:54:00,CL,"***This elevator is out of service for guide rollers replacement***
E&EMs Gassan, Babenko and Konovalov arrived at 9:47 and took the machine OOS at 10:45 for guide rollers replacement.
WO # 5881791. Installed rigging equipment, replaced two left and right bottom guide rollers on the rear gate side. Removed rigging equipment. Insufficient time to complete other 6 guide rollers replacement. Notified ms1 Brunetti. Test run, Ok. BIS at 14:00. ",910
2023-05-23 15:47:00,EL366,874534,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,BRP,Closed,,REPAIR,Repair,2023-05-25 03:00:00,2023-05-24 02:10:00,,Phone,EE-MANOUT,2023-05-23 16:14:00,CL,,961
2023-05-23 22:20:00,EL459,874599,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",,PM,Closed,,MAINTENANCE,Maintenance,2023-05-24 07:00:00,2023-05-24 03:15:00,,Phone,EE-MANOUT,2023-05-23 22:25:00,CL,"E&EM Haupt, Tinikashvili arrive to perform bi monthly maintenance 22:20 WO6365355 E&EM Haupt, Tinikashvili complete bi monthly maintenance…Bis 3:15 ",904
2023-05-23 22:32:00,EL451,874602,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-05-24 07:00:00,2023-05-24 03:15:00,,Phone,EE-MANOUT,2023-05-23 22:33:00,CL,E&EM Petrone and E&EM Williams here to start pm arrived at 10:30 WO6365354 Completed pm and returned to service at 315 ,921
2023-05-24 10:00:00,EL363,874962,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-24 16:00:00,2023-05-24 13:50:00,,Phone,EE-MANOUT,2023-05-24 10:04:00,CL,,910
2023-05-25 08:30:00,EL350,875398,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-05-25 17:00:00,2023-05-25 12:00:00,,Phone,EE-MANOUT,2023-05-25 08:31:00,CL,"***This elevator is out of service for A&P for VHB Contractor for 3D scan of elevator shaft and machine room***



E&EM Bacchus and E&EH Williams arrived at EL350 at 07:30. Met with VHB contractors at 08:00 to provide Access and Protection (A&P) so contractors can scan elevator shaft and machine room. Take EL350 OOS @ 08:30hrs.   WO#5921564 (EAM) E&EM Bacchus: VHB contractors complete their scans of elevator shaft, top of elevator, motor room and pit. RTS 12:00 ",913
2023-05-25 09:35:00,EL363,875443,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-25 19:00:00,2023-05-25 13:50:00,,Phone,EE-MANOUT,2023-05-25 09:42:00,CL,,910
2023-05-25 11:20:00,EL165,875514,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,,AP,Closed,,PLANNEDWORK,Planned Work,2023-05-25 21:00:00,2023-05-25 11:45:00,,Phone,EE-MANOUT,2023-05-25 11:27:00,CL,"***This Elevator is out for A&P for pit survey***

E&EM Patterson and E&EH Mata arrived at on site for A&P at 10:30am for pit survey with MOW engineer.
WO#3831421 (EAM) E&EH Mata: Pit survey completed. Test ran. Return to service 11:45am. ",902
2023-05-30 09:50:00,EL363,877169,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,MRP,Closed,,PLANNEDWORK,Planned Work,2023-05-30 16:00:00,2023-05-30 13:40:00,,Phone,EE-MANOUT,2023-05-30 09:57:00,CL,,910
2023-06-01 08:18:00,EL151,878020,ELE: EL151 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-01 16:00:00,2023-06-01 12:45:00,,Phone,EE-MANOUT,2023-06-01 08:18:00,CL,"This Elevator is out of service for Bi-Monthly PM
WO6596167   EAM OUT878020
6/01/23 0818hrs {Jackson,R}E&EM DeMonico and E&EH Villegas taking unit OOS for Bi-Monthly PM
 PM Complete. Motor room survey complete. RTS 1245 ",918
2023-06-01 09:04:00,EL367,878036,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-01 16:00:00,2023-06-01 11:45:00,,Phone,EE-MANOUT,2023-06-01 09:05:00,CL,"***This elevator is out of service for preventive maintenance***

E&EM Zimlin and TEA Jean Louis and TEA Wandaogo arrived at the machine at 8:30 am for bimonthly P. M. OOS @ 09:04. WO6596163
P. M. performed, checklist filled. BIS as 11:45 am. ",955
2023-06-01 09:30:00,EL352,878126,ELE: EL352 - 704 - ENY DEPOT - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-01 16:00:00,2023-06-01 13:15:00,,Phone,EE-MANOUT,2023-06-01 13:20:00,CL,"
E&EM Grabovsky & E&EH Nesterets arrived to El352 @ 09:00 hrs. Taking machine OOS to perform bimonthly PM @ 09:30 hrs.	
Created: 06/01/2023 09:38
Nesterets, Ivan (1268815)
Bimonthly PM completed. B.I.S. @ 13:15 hrs.	
Created: 06/01/2023 13:15
Nesterets, Ivan (1268815 ",704
2023-06-01 09:40:00,EL251,878051,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-01 17:00:00,2023-06-01 14:10:00,,Phone,EE-MANOUT,2023-06-01 09:42:00,CL,"***This elevator is out of service for Bi-Monthly PM***
WO6596169    EAM OUT878051
6/01/23 0940hrs{Jackson,R}E&EM De Los Reyes and E&EH Germain taking unit OOS for Bi-Monthly PM Bimonthly PM completed and returned to service at 14:10ths after monitoring opreation ",958
2023-06-01 10:00:00,EL252,878058,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-01 18:00:00,2023-06-01 13:45:00,,Phone,EE-MANOUT,2023-06-01 10:02:00,CL,"***This elevator is out of service for Bi-Monthly PM***
WO6596170   EAM OUT878058
6/01/23 1000hrs {Jackson,R}E&EM Kissoon & E&EH McCain taking unit OOS for Bi-Monthly PM PM completed test , monitor operation RTS at 1:45 pm. ",957
2023-06-01 10:05:00,EL152,878065,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-01 18:00:00,2023-06-01 14:15:00,,Phone,EE-MANOUT,2023-06-01 10:09:00,CL,"***This elevator is out of service for Bi-Monthly PM***
WO6596168   EAM OUT878065
6/01/23 1005hrs {Jackson,R}E&EM García/E&EH Humphrey taking unit OOS for Bi-Monthly PM Completed bimonthly pm tested machine run RTS at 14:15hr. ",918
2023-06-01 17:32:00,EL367,878259,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,,ENT,Closed,,REPAIR,Repair,2023-06-05 16:00:00,2023-06-03 15:05:00,,Phone,EE-MANOUT,2023-06-01 17:32:00,CL,,955
2023-06-02 10:35:00,EL162,878513,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,PM,Closed,,PLANNEDWORK,Planned Work,2023-06-02 16:00:00,2023-06-02 13:30:00,,Phone,EE-MANOUT,2023-06-02 10:39:00,CL,"***This elevator is out of service for preventive maintenance***

E&EM Lazariev and E&EM Ellison arrived at elevator 162 for Bimonthly maintenance at 10:25 hours. OOS @ 10:35.
WO # 6596154. E&EM Lazariev and E&EM Ellison completed PM BIS@1330 ",905
2023-06-04 08:05:00,EL360,879077,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-04 16:00:00,2023-06-04 12:15:00,,Phone,EE-MANOUT,2023-06-04 08:08:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Grabovsky & E&EH Nesterets arrived to El360 @ 08:00 hrs. Taking machine OOS to perform bimonthly PM @ 08:05 hrs.
WO # 6596159. (EAM) E&EH Nesterets: Bimonthly PM completed. B.I.S. @ 12:15 hrs. ",912
2023-06-05 08:35:00,EL363,879349,ELE: EL363 - 910 - 38TH STREET YARD - FREIGHT ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-05 17:00:00,2023-06-05 13:15:00,,Phone,EE-MANOUT,2023-06-05 08:45:00,CL,"***This elevator is out of service for preventive maintenance***



E&EM Grabovsky & E&EH Nesterets arrived to El363 @ 08:30 hrs. Taking machine OOS to perform bimonthly PM @ 08:35 hrs.  WO#6596160 Bimonthly PM completed. B.I.S. @ 13:15 hrs. ",910
2023-06-05 10:15:00,EL164,879369,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-05 16:00:00,2023-06-05 14:00:00,,Phone,EE-MANOUT,2023-06-05 10:17:00,CL,"***This elevator is out of service for preventive maintenance***
E&EM Patterson and Garcia with TEA Bond taking machine out of service at 10:15 for Bi-Monthly PM. WO # 6596155.
 E&EM Patterson and Garcia with TEA Bond completed Bi-Monthly PM. RTS @14:00 ",909
2023-06-06 08:24:00,EL360,879714,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,,FR,Closed,,UNDERINVESTG,Under Investigation,2023-06-06 17:00:00,2023-06-06 09:40:00,,Phone,EE-MANOUT,2023-06-06 08:26:00,CL,,912
2023-06-06 08:45:00,EL364,879717,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-06 16:00:00,2023-06-06 13:15:00,,Phone,EE-MANOUT,2023-06-06 08:46:00,CL,"***This unit was removed from service by E&E personnel to perform Preventative Maintenance***

WO6596161
E&EM Grabovsky & E&EH Nesterets arrived to El364 @ 08:40 hrs. Taking machine OOS to perform bimonthly PM @ 08:45 hrs. (EAM) E&EH Nesterets: Bimonthly PM completed. B.I.S. @ 13:15 hrs. ",910
2023-06-06 09:30:00,EL355,879740,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-06-07 02:00:00,2023-06-06 18:00:00,,Phone,EE-MANOUT,2023-06-06 09:32:00,CL,,912
2023-06-07 12:53:00,EL353,880209,ELE: EL353 - 704 - ENY DEPOT - FREIGHT ELEVATOR,,BRP,Closed,,REPAIR,Repair,2023-06-08 23:00:00,2023-06-08 08:30:00,,Phone,EE-MANOUT,2023-06-07 12:56:00,CL,,704
2023-06-08 08:30:00,EL366,880505,ELE: EL366 - 961 - PS 248 - PARKING LOT TO 4TH FLOOR,,PM,Closed,,MAINTENANCE,Maintenance,2023-06-08 19:00:00,2023-06-08 13:15:00,,Phone,EE-MANOUT,2023-06-08 08:34:00,CL,"***This elevator is out of service for preventive maintenance***

E&EM Grabovsky & E&EH Nesterets arrived to El366 @ 08:05 hrs. Taking machine OOS to perform bimonthly PM @ 08:30 hrs. WO#6596162
 Bimonthly PM completed. B.I.S. @ 13:15 hrs. ",961
